Test#,DlogMin,DlogUnit,LGMin,LGUnit,CompareMin,,DlogMax,DlogUnit,LGMax,LGUnit,CompareMax
1612040,471.797,mV,473.7031,mV,X,,481.328,mV,479.4218,mV,X
1612041,473.73,mV,475.6445,mV,X,,483.301,mV,481.3867,mV,X
1612042,475.664,mV,477.5859,mV,X,,485.273,mV,483.3515,mV,X
1612043,477.598,mV,479.5273,mV,X,,487.246,mV,485.3164,mV,X
1612044,479.531,mV,481.4687,mV,X,,489.219,mV,487.2812,mV,X
1612045,481.465,mV,483.4101,mV,X,,491.191,mV,489.246,mV,X
1612046,483.398,mV,485.3515,mV,X,,493.164,mV,491.2109,mV,X
1612047,485.332,mV,487.2929,mV,X,,495.137,mV,493.1757,mV,X
1612048,487.266,mV,489.2343,mV,X,,497.109,mV,495.1406,mV,X
1612049,489.199,mV,491.1757,mV,X,,499.082,mV,497.1054,mV,X
1612050,491.133,mV,493.1171,mV,X,,501.055,mV,499.0703,mV,X
1612051,493.066,mV,495.0585,mV,X,,503.027,mV,501.0351,mV,X
1612052,495.0,mV,497.0,mV,X,,505.0,mV,503.0,mV,X
1612053,496.934,mV,498.9414,mV,X,,506.973,mV,504.9648,mV,X
1612054,498.867,mV,500.8828,mV,X,,508.945,mV,506.9296,mV,X
1612055,500.801,mV,502.8242,mV,X,,510.918,mV,508.8945,mV,X
1612056,502.734,mV,504.7656,mV,X,,512.891,mV,510.8593,mV,X
1612057,504.668,mV,506.707,mV,X,,514.863,mV,512.8242,mV,X
1612058,506.602,mV,508.6484,mV,X,,516.836,mV,514.789,mV,X
1612059,508.535,mV,510.5898,mV,X,,518.809,mV,516.7539,mV,X
1612060,510.469,mV,512.5312,mV,X,,520.781,mV,518.7187,mV,X
1612061,512.402,mV,514.4726,mV,X,,522.754,mV,520.6835,mV,X
1612062,514.336,mV,516.414,mV,X,,524.727,mV,522.6484,mV,X
1612063,516.27,mV,518.3554,mV,X,,526.699,mV,524.6132,mV,X
1612064,518.203,mV,520.2968,mV,X,,528.672,mV,526.5781,mV,X
1612065,520.137,mV,522.2382,mV,X,,530.645,mV,528.5429,mV,X
1612066,522.07,mV,524.1796,mV,X,,532.617,mV,530.5078,mV,X
1612067,524.004,mV,526.121,mV,X,,534.59,mV,532.4726,mV,X
1612068,525.937,mV,528.0625,mV,X,,536.563,mV,534.4375,mV,X
1612069,527.871,mV,530.0039,mV,X,,538.535,mV,536.4023,mV,X
1612070,529.805,mV,531.9453,mV,X,,540.508,mV,538.3671,mV,X
1612071,531.738,mV,533.8867,mV,X,,542.48,mV,540.332,mV,X
1612072,533.672,mV,535.8281,mV,X,,544.453,mV,542.2968,mV,X
1612073,535.605,mV,537.7695,mV,X,,546.426,mV,544.2617,mV,X
1612074,537.539,mV,539.7109,mV,X,,548.398,mV,546.2265,mV,X
1612075,539.473,mV,541.6523,mV,X,,550.371,mV,548.1914,mV,X
1612076,541.406,mV,543.5937,mV,X,,552.344,mV,550.1562,mV,X
1612077,543.34,mV,545.5351,mV,X,,554.316,mV,552.121,mV,X
1612078,545.273,mV,547.4765,mV,X,,556.289,mV,554.0859,mV,X
1612079,547.207,mV,549.4179,mV,X,,558.262,mV,556.0507,mV,X
1612080,549.141,mV,551.3593,mV,X,,560.234,mV,558.0156,mV,X
1612081,551.074,mV,553.3007,mV,X,,562.207,mV,559.9804,mV,X
1612082,553.008,mV,555.2421,mV,X,,564.18,mV,561.9453,mV,X
1612083,554.941,mV,557.1835,mV,X,,566.152,mV,563.9101,mV,X
1612084,556.875,mV,559.125,mV,X,,568.125,mV,565.875,mV,X
1612085,558.809,mV,561.0664,mV,X,,570.098,mV,567.8398,mV,X
1612086,560.742,mV,563.0078,mV,X,,572.07,mV,569.8046,mV,X
1612087,562.676,mV,564.9492,mV,X,,574.043,mV,571.7695,mV,X
1612088,564.609,mV,566.8906,mV,X,,576.016,mV,573.7343,mV,X
1612089,566.543,mV,568.832,mV,X,,577.988,mV,575.6992,mV,X
1612090,568.477,mV,570.7734,mV,X,,579.961,mV,577.664,mV,X
1612091,570.41,mV,572.7148,mV,X,,581.934,mV,579.6289,mV,X
1612092,572.344,mV,574.6562,mV,X,,583.906,mV,581.5937,mV,X
1612093,574.277,mV,576.5976,mV,X,,585.879,mV,583.5585,mV,X
1612094,576.211,mV,578.539,mV,X,,587.852,mV,585.5234,mV,X
1612095,578.145,mV,580.4804,mV,X,,589.824,mV,587.4882,mV,X
1612096,580.078,mV,582.4218,mV,X,,591.797,mV,589.4531,mV,X
1612097,582.012,mV,584.3632,mV,X,,593.77,mV,591.4179,mV,X
1612098,583.945,mV,586.3046,mV,X,,595.742,mV,593.3828,mV,X
1612099,585.879,mV,588.246,mV,X,,597.715,mV,595.3476,mV,X
1612100,587.812,mV,590.1875,mV,X,,599.688,mV,597.3125,mV,X
1612101,589.746,mV,592.1289,mV,X,,601.66,mV,599.2773,mV,X
1612102,591.68,mV,594.0703,mV,X,,603.633,mV,601.2421,mV,X
1612103,593.613,mV,596.0117,mV,X,,605.605,mV,603.207,mV,X
1612104,595.547,mV,595.5468,mV,,,607.578,mV,607.5781,mV,
1612105,597.48,mV,599.8945,mV,X,,609.551,mV,607.1367,mV,X
1612106,599.414,mV,601.8359,mV,X,,611.523,mV,609.1015,mV,X
1612107,601.348,mV,603.7773,mV,X,,613.496,mV,611.0664,mV,X
1612108,603.281,mV,605.7187,mV,X,,615.469,mV,613.0312,mV,X
1612109,605.215,mV,607.6601,mV,X,,617.441,mV,614.996,mV,X
1612110,607.148,mV,609.6015,mV,X,,619.414,mV,616.9609,mV,X
1612111,609.082,mV,611.5429,mV,X,,621.387,mV,618.9257,mV,X
1612112,611.016,mV,613.4843,mV,X,,623.359,mV,620.8906,mV,X
1612113,612.949,mV,615.4257,mV,X,,625.332,mV,622.8554,mV,X
1612114,614.883,mV,617.3671,mV,X,,627.305,mV,624.8203,mV,X
1612115,616.816,mV,619.3085,mV,X,,629.277,mV,626.7851,mV,X
1612116,618.75,mV,621.25,mV,X,,631.25,mV,628.75,mV,X
1612117,620.684,mV,623.1914,mV,X,,633.223,mV,630.7148,mV,X
1612118,622.617,mV,625.1328,mV,X,,635.195,mV,632.6796,mV,X
1612119,624.551,mV,627.0742,mV,X,,637.168,mV,634.6445,mV,X
1612120,626.484,mV,629.0156,mV,X,,639.141,mV,636.6093,mV,X
1612121,628.418,mV,630.957,mV,X,,641.113,mV,638.5742,mV,X
1612122,630.352,mV,632.8984,mV,X,,643.086,mV,640.539,mV,X
1612123,632.285,mV,634.8398,mV,X,,645.059,mV,642.5039,mV,X
1612124,634.219,mV,636.7812,mV,X,,647.031,mV,644.4687,mV,X
1612125,636.152,mV,638.7226,mV,X,,649.004,mV,646.4335,mV,X
1612126,638.086,mV,640.664,mV,X,,650.977,mV,648.3984,mV,X
1612127,640.02,mV,642.6054,mV,X,,652.949,mV,650.3632,mV,X
1612128,641.953,mV,644.5468,mV,X,,654.922,mV,652.3281,mV,X
1612129,643.887,mV,646.4882,mV,X,,656.895,mV,654.2929,mV,X
1612130,645.82,mV,648.4296,mV,X,,658.867,mV,656.2578,mV,X
1612131,647.754,mV,650.371,mV,X,,660.84,mV,658.2226,mV,X
1612132,649.688,mV,652.3125,mV,X,,662.812,mV,660.1875,mV,X
1612133,651.621,mV,654.2539,mV,X,,664.785,mV,662.1523,mV,X
1612134,653.555,mV,656.1953,mV,X,,666.758,mV,664.1171,mV,X
1612135,655.488,mV,658.1367,mV,X,,668.73,mV,666.082,mV,X
1612136,657.422,mV,660.0781,mV,X,,670.703,mV,668.0468,mV,X
1612137,659.355,mV,662.0195,mV,X,,672.676,mV,670.0117,mV,X
1612138,661.289,mV,663.9609,mV,X,,674.648,mV,671.9765,mV,X
1612139,663.223,mV,665.9023,mV,X,,676.621,mV,673.9414,mV,X
1612140,665.156,mV,667.8437,mV,X,,678.594,mV,675.9062,mV,X
1612141,667.09,mV,669.7851,mV,X,,680.566,mV,677.871,mV,X
1612142,669.023,mV,671.7265,mV,X,,682.539,mV,679.8359,mV,X
1612143,670.957,mV,673.6679,mV,X,,684.512,mV,681.8007,mV,X
1612144,672.891,mV,675.6093,mV,X,,686.484,mV,683.7656,mV,X
1612145,674.824,mV,677.5507,mV,X,,688.457,mV,685.7304,mV,X
1612146,676.758,mV,679.4921,mV,X,,690.43,mV,687.6953,mV,X
1612147,678.691,mV,681.4335,mV,X,,692.402,mV,689.6601,mV,X
1612148,680.625,mV,683.375,mV,X,,694.375,mV,691.625,mV,X
1612149,682.559,mV,685.3164,mV,X,,696.348,mV,693.5898,mV,X
1612150,684.492,mV,687.2578,mV,X,,698.32,mV,695.5546,mV,X
1612151,686.426,mV,689.1992,mV,X,,700.293,mV,697.5195,mV,X
1612152,688.359,mV,691.1406,mV,X,,702.266,mV,699.4843,mV,X
1612153,690.293,mV,693.082,mV,X,,704.238,mV,701.4492,mV,X
1612154,692.227,mV,695.0234,mV,X,,706.211,mV,703.414,mV,X
1612155,694.16,mV,696.9648,mV,X,,708.184,mV,705.3789,mV,X
1612156,696.094,mV,698.9062,mV,X,,710.156,mV,707.3437,mV,X
1612157,698.027,mV,700.8476,mV,X,,712.129,mV,709.3085,mV,X
1612158,699.961,mV,702.789,mV,X,,714.102,mV,711.2734,mV,X
1612159,701.895,mV,704.7304,mV,X,,716.074,mV,713.2382,mV,X
1612160,703.828,mV,706.6718,mV,X,,718.047,mV,715.2031,mV,X
1612161,705.762,mV,708.6132,mV,X,,720.02,mV,717.1679,mV,X
1612162,707.695,mV,710.5546,mV,X,,721.992,mV,719.1328,mV,X
1612163,709.629,mV,712.496,mV,X,,723.965,mV,721.0976,mV,X
1612164,711.563,mV,714.4375,mV,X,,725.937,mV,723.0625,mV,X
1612165,713.496,mV,716.3789,mV,X,,727.91,mV,725.0273,mV,X
1612166,715.43,mV,718.3203,mV,X,,729.883,mV,726.9921,mV,X
1612167,717.363,mV,720.2617,mV,X,,731.855,mV,728.957,mV,X
1612168,719.297,mV,722.2031,mV,X,,733.828,mV,730.9218,mV,X
1612169,721.23,mV,724.1445,mV,X,,735.801,mV,732.8867,mV,X
1612170,723.164,mV,726.0859,mV,X,,737.773,mV,734.8515,mV,X
1612171,725.098,mV,728.0273,mV,X,,739.746,mV,736.8164,mV,X
1612172,727.031,mV,729.9687,mV,X,,741.719,mV,738.7812,mV,X
1612173,728.965,mV,731.9101,mV,X,,743.691,mV,740.746,mV,X
1612174,730.898,mV,733.8515,mV,X,,745.664,mV,742.7109,mV,X
1612175,732.832,mV,735.7929,mV,X,,747.637,mV,744.6757,mV,X
1612176,734.766,mV,737.7343,mV,X,,749.609,mV,746.6406,mV,X
1612177,736.699,mV,739.6757,mV,X,,751.582,mV,748.6054,mV,X
1612178,738.633,mV,741.6171,mV,X,,753.555,mV,750.5703,mV,X
1612179,740.566,mV,743.5585,mV,X,,755.527,mV,752.5351,mV,X
1612180,742.5,mV,745.5,mV,X,,757.5,mV,754.5,mV,X
1612181,744.434,mV,747.4414,mV,X,,759.473,mV,756.4648,mV,X
1612182,746.367,mV,749.3828,mV,X,,761.445,mV,758.4296,mV,X
1612183,748.301,mV,751.3242,mV,X,,763.418,mV,760.3945,mV,X
1612184,750.234,mV,753.2656,mV,X,,765.391,mV,762.3593,mV,X
1612185,752.168,mV,755.207,mV,X,,767.363,mV,764.3242,mV,X
1612186,754.102,mV,757.1484,mV,X,,769.336,mV,766.289,mV,X
1612187,756.035,mV,759.0898,mV,X,,771.309,mV,768.2539,mV,X
1612188,757.969,mV,761.0312,mV,X,,773.281,mV,770.2187,mV,X
1612189,759.902,mV,762.9726,mV,X,,775.254,mV,772.1835,mV,X
1612190,761.836,mV,764.914,mV,X,,777.227,mV,774.1484,mV,X
1612191,763.77,mV,766.8554,mV,X,,779.199,mV,776.1132,mV,X
1612192,765.703,mV,768.7968,mV,X,,781.172,mV,778.0781,mV,X
1612193,767.637,mV,770.7382,mV,X,,783.145,mV,780.0429,mV,X
1612194,769.57,mV,772.6796,mV,X,,785.117,mV,782.0078,mV,X
1612195,771.504,mV,774.621,mV,X,,787.09,mV,783.9726,mV,X
1612196,773.438,mV,776.5625,mV,X,,789.062,mV,785.9375,mV,X
1612197,775.371,mV,778.5039,mV,X,,791.035,mV,787.9023,mV,X
1612198,777.305,mV,780.4453,mV,X,,793.008,mV,789.8671,mV,X
1612199,779.238,mV,782.3867,mV,X,,794.98,mV,791.832,mV,X
1612200,781.172,mV,784.3281,mV,X,,796.953,mV,793.7968,mV,X
1612201,783.105,mV,786.2695,mV,X,,798.926,mV,795.7617,mV,X
1612202,785.039,mV,788.2109,mV,X,,800.898,mV,797.7265,mV,X
1612203,786.973,mV,790.1523,mV,X,,802.871,mV,799.6914,mV,X
1612204,788.906,mV,792.0937,mV,X,,804.844,mV,801.6562,mV,X
1612205,790.84,mV,794.0351,mV,X,,806.816,mV,803.621,mV,X
1612206,792.773,mV,795.9765,mV,X,,808.789,mV,805.5859,mV,X
1611001,397.988,mV,397.9882,mV,,,402.793,mV,402.7929,mV,
1611002,446.523,mV,446.5234,mV,,,451.914,mV,451.914,mV,
1611003,497.0,mV,497.0,mV,,,503.0,mV,503.0,mV,
1611004,547.476,mV,547.4765,mV,,,554.086,mV,554.0859,mV,
1611005,596.012,mV,596.0117,mV,,,603.207,mV,603.207,mV,
1611006,595.547,mV,595.5468,mV,,,607.578,mV,607.5781,mV,
1611007,643.887,mV,643.8867,mV,,,656.895,mV,656.8945,mV,
1611008,692.227,mV,692.2265,mV,,,706.211,mV,706.2109,mV,
1611009,742.5,mV,742.5,mV,,,757.5,mV,757.5,mV,
1611010,790.84,mV,790.8398,mV,,,806.816,mV,806.8164,mV,
1607020,493.1,mV,493.1,mV,,,503.6,mV,503.6,mV,
1607021,-0.84,%,-0.84,%,,,1.348,%,1.348,%,
1607022,394.6,mV,394.6,mV,,,402.6,mV,402.6,mV,
1607023,-0.886,%,-0.886,%,,,1.4,%,1.4,%,
1607024,792.0,mV,792.0,mV,,,802.4,mV,802.4,mV,
1607025,-0.369,%,-0.369,%,,,1.222,%,1.222,%,
1607030,11.84,V,11.84,V,,,12.291,V,12.291,V,
1607040,2.23,V,2.23,V,,,2.37,V,2.37,V,
1607050,15.65,V,15.65,V,,,16.35,V,16.35,V,
1607051,15.15,V,15.15,V,,,15.85,V,15.85,V,
1607060,0.0,code,0.0,code,,,1.0,code,1.0,code,
1607061,0.0,code,0.0,code,,,255.0,code,255.0,code,
1607120,492.4,mV,492.4,mV,,,505.95,mV,505.95,mV,
1607122,392.7,mV,392.7,mV,,,406.8,mV,406.8,mV,
1607124,791.2,mV,791.2,mV,,,804.5,mV,804.5,mV,
1607130,11.837,V,11.837,V,,,12.293,V,12.293,V,
1607140,2.233,V,2.233,V,,,2.368,V,2.368,V,
1607150,15.924,V,15.924,V,,,16.038,V,16.038,V,
1607151,0.0,code,0.0,code,,,1.0,code,1.0,code,
1607152,0.0,code,0.0,code,,,255.0,code,255.0,code,
1205040,138.0,V/us,138.0,V/us,,,161.0,V/us,161.0,V/us,
1207040,44.0,%,44.0,%,,,56.0,%,56.0,%,
1260060,-371.0,mV,-371.0,mV,,,-270.0,mV,-270.0,mV,
1260070,-55.0,mV,-55.0,mV,,,58.0,mV,58.0,mV,
1230040,770.0,mV,805.0,mV,X,,817.1,mV,825.2,mV,X
1230041,17.0,Cel,28.0,Cel,X,,31.0,Cel,36.0,Cel,X
1230050,0.0,code,0.0,code,,,1.0,code,1.0,code,
1230051,0.0,code,0.0,code,,,255.0,code,255.0,code,
1230141,17.0,Cel,28.0,Cel,X,,31.0,Cel,36.0,Cel,X
1230150,0.0,code,0.0,code,,,1.0,code,1.0,code,
1230151,0.0,code,0.0,code,,,255.0,code,255.0,code,
1230160,-1.0,none,nan,nan,,,4.0,none,nan,nan,
1209075,-10.0,mV,-10.0,mV,,,10.0,mV,10.0,mV,
1209080,38.885,uA/A,38.885,uA/A,,,40.085,uA/A,40.085,uA/A,
1209090,-0.48,uA,-0.48,uA,,,0.48,uA,0.48,uA,
1213045,11.5,V,11.5,V,,,12.5,V,12.5,V,
1213050,26.4,uA/A,26.4,uA/A,,,27.12,uA/A,27.12,uA/A,
1214040,-0.48,uA,-0.48,uA,,,0.48,uA,0.48,uA,
1217200,11.5,V,11.5,V,,,12.5,V,12.5,V,
1217100,1068.0,mA,1099.0,mA,X,,1176.3,mA,1207.3,mA,X
1217210,872.0,mA,900.0,mA,X,,1072.0,mA,1100.0,mA,X
1217220,738.54,mA,761.54,mA,X,,907.77,mA,930.77,mA,X
1217230,604.08,mA,623.08,mA,X,,742.54,mA,761.54,mA,X
1219200,11.5,V,11.5,V,,,12.5,V,12.5,V,
1219110,1.444,A,1.426,A,X,,1.513,A,1.4945,A,X
1260080,11.5,V,11.5,V,,,12.5,V,12.5,V,
1260082,-1.0,mA,990.0,mA,X,,1.0,mA,1010.0,mA,X
1260083,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260084,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260085,-15.64,mV,-15.64,mV,,,15.64,mV,15.64,mV,
1260087,-1.17,A,-1.01,A,X,,-1.07,A,-0.99,A,X
1260088,200.0,mV,200.0,mV,,,800.0,mV,800.0,mV,
1260089,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260090,211.14,mV,211.14,mV,,,258.06,mV,258.06,mV,
1260091,-1.546,A,-1.546,A,,,-1.446,A,-1.446,A,
1260092,230.0,mV,230.0,mV,,,770.0,mV,770.0,mV,
1260093,10.0,mV,10.0,mV,,,190.0,mV,190.0,mV,
1260094,289.34,mV,289.34,mV,,,336.26,mV,336.26,mV,
1260095,-10.0,mV,-10.0,mV,,,10.0,mV,10.0,mV,
1260097,-1.0,mA,-1.0,mA,,,1.0,mA,1.0,mA,
1260098,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260099,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260100,-15.64,mV,-15.64,mV,,,15.64,mV,15.64,mV,
1260102,-810.0,mA,-1010.0,mA,X,,-710.0,mA,-990.0,mA,X
1260103,200.0,mV,200.0,mV,,,800.0,mV,800.0,mV,
1260104,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1260105,211.14,mV,211.14,mV,,,258.06,mV,258.06,mV,
1260106,-1.063,A,-1.063,A,,,-0.963,A,-0.963,A,
1260107,230.0,mV,230.0,mV,,,770.0,mV,770.0,mV,
1260108,10.0,mV,10.0,mV,,,190.0,mV,190.0,mV,
1260109,289.34,mV,289.34,mV,,,336.26,mV,336.26,mV,
1551010,-100.0,nA,-100.0,nA,,,100.0,nA,100.0,nA,
1551020,-60.0,nA,-60.0,nA,,,600.0,nA,600.0,nA,
1551030,-100.0,nA,-100.0,nA,,,100.0,nA,100.0,nA,
1551040,-200.0,nA,-200.0,nA,,,500.0,nA,500.0,nA,
1503020,1.3,V,1.3,V,,,1.8,V,1.8,V,
1503010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1503080,1.3,V,1.3,V,,,1.8,V,1.8,V,
1503070,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1503030,1.44,V,1.44,V,,,1.58,V,1.58,V,
1503090,1.48,V,1.48,V,,,1.64,V,1.64,V,
1503130,10.0,mV,10.0,mV,,,80.0,mV,80.0,mV,
1504010,-10.0,mV,-10.0,mV,,,10.0,mV,10.0,mV,
1504030,1.75,V,1.75,V,,,1.86,V,1.86,V,
1504130,1.71,V,1.71,V,,,1.835,V,1.835,V,
1505010,0.15,Ohm,0.15,Ohm,,,1.6,Ohm,1.6,Ohm,
1504150,-700.0,mV,-700.0,mV,,,700.0,mV,700.0,mV,
1504310,5.6,Ohm,5.6,Ohm,,,22.0,Ohm,22.0,Ohm,
1504320,4.0,Ohm,4.0,Ohm,,,22.0,Ohm,22.0,Ohm,
1504170,-1.5,mA,-1.5,mA,,,4.2,mA,4.2,mA,
1504190,-1.5,mA,-1.5,mA,,,8.22,mA,8.22,mA,
1504230,0.0,V,0.0,V,,,0.5,V,0.5,V,
1505520,1.3,V,1.3,V,,,1.8,V,1.8,V,
1505510,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1505580,1.3,V,1.3,V,,,1.8,V,1.8,V,
1505570,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1505530,1.65,V,1.65,V,,,2.24,V,2.24,V,
1505590,1.65,V,1.65,V,,,2.24,V,2.24,V,
1505630,-20.0,mV,-20.0,mV,,,20.0,mV,20.0,mV,
1506010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1506020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1506030,1.4,V,1.4,V,,,1.7,V,1.7,V,
1506040,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1506050,2.3,V,2.3,V,,,2.5,V,2.5,V,
1506060,2.4,V,2.4,V,,,2.6,V,2.6,V,
1506070,50.0,mV,50.0,mV,,,350.0,mV,350.0,mV,
1507010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1507020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1507030,1.4,V,1.4,V,,,1.7,V,1.7,V,
1507040,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1507050,1.59,V,1.59,V,,,1.64,V,1.64,V,
1507060,1.65,V,1.65,V,,,1.7,V,1.7,V,
1507070,49.6,mV,49.6,mV,,,57.6,mV,57.6,mV,
1507510,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1507520,1.4,V,1.4,V,,,1.7,V,1.7,V,
1507530,1.4,V,1.4,V,,,1.7,V,1.7,V,
1507540,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1507550,1.43,V,1.43,V,,,1.62,V,1.62,V,
1507560,1.55,V,1.55,V,,,1.709,V,1.709,V,
1507570,50.0,mV,50.0,mV,,,250.0,mV,250.0,mV,
1508010,1.4,V,1.4,V,,,1.7,V,1.7,V,
1508020,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1508030,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1508040,1.4,V,1.4,V,,,1.7,V,1.7,V,
1508050,2.16,V,2.16,V,,,2.29,V,2.29,V,
1508060,2.26,V,2.26,V,,,2.4,V,2.4,V,
1508070,50.0,mV,50.0,mV,,,150.0,mV,150.0,mV,
1509010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1509020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1509030,1.4,V,1.4,V,,,1.7,V,1.7,V,
1509040,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1509050,17.3,V,17.3,V,,,18.3,V,18.3,V,
1509060,16.8,V,16.8,V,,,17.8,V,17.8,V,
1509070,100.0,mV,100.0,mV,,,1000.0,mV,1000.0,mV,
1515010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1515020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1515030,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1515040,1.4,V,1.4,V,,,1.7,V,1.7,V,
1515050,0.8,V,0.8,V,,,0.9,V,0.9,V,
1515060,0.6,V,0.6,V,,,0.7,V,0.7,V,
1515070,100.0,mV,100.0,mV,,,300.0,mV,300.0,mV,
1542010,220.0,mV,220.0,mV,,,360.0,mV,360.0,mV,
1542030,140.0,mV,140.0,mV,,,400.0,mV,400.0,mV,
1542040,140.0,mV,140.0,mV,,,400.0,mV,400.0,mV,
1520000,11.5,V,11.5,V,,,12.5,V,12.5,V,
1520010,790.0,mA,790.0,mA,,,810.0,mA,810.0,mA,
1520030,0.0,mV,0.0,mV,,,20.0,mV,20.0,mV,
1520050,1.0,mOhm,1.0,mOhm,,,25.0,mOhm,25.0,mOhm,
1520070,3.3,mOhm,3.3,mOhm,,,31.0,mOhm,31.0,mOhm,
1520090,4.0,mOhm,4.0,mOhm,,,33.8,mOhm,33.8,mOhm,
1520110,29.0,mOhm,29.0,mOhm,,,142.0,mOhm,142.0,mOhm,
1521000,-10.0,mV,-10.0,mV,,,10.0,mV,10.0,mV,
1521010,2.0,mOhm,2.0,mOhm,,,15.0,mOhm,15.0,mOhm,
1521030,4.0,mOhm,4.0,mOhm,,,18.0,mOhm,18.0,mOhm,
1521050,4.0,mOhm,4.0,mOhm,,,20.0,mOhm,20.0,mOhm,
1521070,8.0,mOhm,8.0,mOhm,,,34.0,mOhm,34.0,mOhm,
1521090,4.0,mOhm,4.0,mOhm,,,16.0,mOhm,16.0,mOhm,
1521110,4.0,mOhm,4.0,mOhm,,,24.0,mOhm,24.0,mOhm,
1521130,4.0,mOhm,4.0,mOhm,,,18.0,mOhm,18.0,mOhm,
