Test#,DlogMin,DlogUnit,LGMin,LGUnit,CompareMin,,DlogMax,DlogUnit,LGMax,LGUnit,CompareMax
1521150,30.0,mOhm,30.0,mOhm,,,100.0,mOhm,100.0,mOhm,
1518010,1.4,V,1.4,V,,,1.7,V,1.7,V,
1518020,0.0,V,0.0,V,,,0.2,V,0.2,V,
1518030,1.4,V,1.4,V,,,1.7,V,1.7,V,
1518040,0.0,V,0.0,V,,,0.2,V,0.2,V,
1518050,550.0,mV,550.0,mV,,,580.0,mV,580.0,mV,
1518060,550.0,mV,550.0,mV,,,580.0,mV,580.0,mV,
1518070,-20.0,mV,-20.0,mV,,,20.0,mV,20.0,mV,
1519010,0.0,V,0.0,V,,,0.2,V,0.2,V,
1519020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1519030,0.0,V,0.0,V,,,0.2,V,0.2,V,
1519040,1.4,V,1.4,V,,,1.7,V,1.7,V,
1519050,420.0,mV,420.0,mV,,,480.0,mV,480.0,mV,
1519060,420.0,mV,420.0,mV,,,450.0,mV,450.0,mV,
1519070,-20.0,mV,-20.0,mV,,,20.0,mV,20.0,mV,
1534010,30.0,ns,30.0,ns,,,100.0,ns,100.0,ns,
1534020,20.0,us,20.0,us,,,58.5,us,58.5,us,
1535010,3.46,us,3.46,us,,,9.6,us,9.6,us,
1535030,3.6,us,3.6,us,,,7.1,us,7.1,us,
1535050,40.0,us,40.0,us,,,95.0,us,95.0,us,
1539080,1.4,V,1.4,V,,,1.7,V,1.7,V,
1539090,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1539100,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1539110,1.4,V,1.4,V,,,1.7,V,1.7,V,
1539120,228.0,mV,228.0,mV,,,540.0,mV,540.0,mV,
1539130,177.0,mV,177.0,mV,,,486.0,mV,486.0,mV,
1539140,24.0,mV,24.0,mV,,,80.0,mV,80.0,mV,
1544010,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544020,1.72,V,1.72,V,,,1.84,V,1.84,V,
1544030,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544040,1.74,V,1.74,V,,,1.83,V,1.83,V,
1544042,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544044,1.75,V,1.75,V,,,1.825,V,1.825,V,
1544046,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544048,1.76,V,1.76,V,,,1.82,V,1.82,V,
1544050,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544060,1.72,V,1.72,V,,,1.84,V,1.84,V,
1544090,1.77,V,1.77,V,,,1.83,V,1.83,V,
1544100,1.75,V,1.75,V,,,1.82,V,1.82,V,
1544130,85.0,mA,85.0,mA,,,322.0,mA,322.0,mA,
1544140,100.0,mA,100.0,mA,,,410.0,mA,410.0,mA,
1544150,6.96,mA,6.96,mA,,,54.0,mA,54.0,mA,
1544152,11.5,mA,11.5,mA,,,72.7,mA,72.7,mA,
1513010,450.0,KHz,450.0,kHz,,,550.0,KHz,550.0,kHz,
1513020,450.0,KHz,450.0,kHz,,,550.0,KHz,550.0,kHz,
1513030,450.0,KHz,450.0,kHz,,,550.0,KHz,550.0,kHz,
1513040,550.0,KHz,550.0,kHz,,,650.0,KHz,650.0,kHz,
1513070,700.0,KHz,700.0,kHz,,,800.0,KHz,800.0,kHz,
1513100,0.9,MHz,0.9,MHz,,,1.1,MHz,1.1,MHz,
1513130,1.1,MHz,1.1,MHz,,,1.3,MHz,1.3,MHz,
1513160,1.4,MHz,1.4,MHz,,,1.6,MHz,1.6,MHz,
1513190,1.85,MHz,1.85,MHz,,,2.15,MHz,2.15,MHz,
1513220,2.8,MHz,2.8,MHz,,,3.2,MHz,3.2,MHz,
1513500,3.6,us,3.6,us,,,4.4,us,4.4,us,
1540010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1540020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1540030,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1540040,1.4,V,1.4,V,,,1.7,V,1.7,V,
1540110,-1.8,V,-1.8,V,,,-1.6,V,-1.6,V,
1540120,-200.0,mV,-200.0,mV,,,0.0,mV,0.0,mV,
1540130,0.75,V,0.75,V,,,0.85,V,0.85,V,
1540140,0.75,V,0.75,V,,,0.85,V,0.85,V,
1540150,-0.01,V,-0.01,V,,,0.01,V,0.01,V,
1547010,20.0,mV,20.0,mV,,,220.0,mV,220.0,mV,
1548010,300.0,mV,300.0,mV,,,950.0,mV,950.0,mV,
1532000,-10.0,mV,-10.0,mV,,,10.0,mV,10.0,mV,
1532010,-790.0,mA,-790.0,mA,,,-526.67,mA,-526.67,mA,
1532020,-684.67,mA,-684.67,mA,,,-456.44,mA,-456.44,mA,
1532030,-579.33,mA,-579.33,mA,,,-386.22,mA,-386.22,mA,
1532040,-474.0,mA,-474.0,mA,,,-316.0,mA,-316.0,mA,
1552010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1552020,1.4,V,1.4,V,,,1.9,V,1.9,V,
1552030,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1552040,1.4,V,1.4,V,,,1.9,V,1.9,V,
1552050,0.82,V,0.82,V,,,0.89,V,0.89,V,
1552060,0.76,V,0.76,V,,,0.86,V,0.86,V,
1552070,32.0,mV,32.0,mV,,,57.0,mV,57.0,mV,
1538010,21.0,mA,21.0,mA,,,50.0,mA,50.0,mA,
1538011,19.0,mA,19.0,mA,,,45.0,mA,45.0,mA,
1538012,16.0,mA,16.0,mA,,,40.0,mA,40.0,mA,
1538013,12.0,mA,12.0,mA,,,30.0,mA,30.0,mA,
1538020,-16.0,mA,-16.0,mA,,,-3.0,mA,-3.0,mA,
1545010,95.0,KHz,95.0,kHz,,,105.0,KHz,105.0,kHz,
2554010,390.0,uA,390.0,uA,,,410.0,uA,410.0,uA,
2554012,390.0,uA,390.0,uA,,,410.0,uA,410.0,uA,
2554020,0.69,KOhm,0.69,kOhm,,,1.62,KOhm,1.62,kOhm,
1537210,0.0,none,0.0,one,,,0.0,none,0.0,one,
1537220,1.0,none,1.0,one,,,1.0,none,1.0,one,
1537230,2.0,none,2.0,one,,,2.0,none,2.0,one,
1537240,3.0,none,3.0,one,,,3.0,none,3.0,one,
1537250,4.0,none,4.0,one,,,4.0,none,4.0,one,
1537260,5.0,none,5.0,one,,,5.0,none,5.0,one,
1537270,6.0,none,6.0,one,,,6.0,none,6.0,one,
1537280,7.0,none,7.0,one,,,7.0,none,7.0,one,
1537290,8.0,none,8.0,one,,,8.0,none,8.0,one,
1537300,9.0,none,9.0,one,,,9.0,none,9.0,one,
1537310,10.0,none,10.0,one,,,10.0,none,10.0,one,
1537320,11.0,none,11.0,one,,,11.0,none,11.0,one,
1537330,12.0,none,12.0,one,,,12.0,none,12.0,one,
1537340,13.0,none,13.0,one,,,13.0,none,13.0,one,
1537350,14.0,none,14.0,one,,,14.0,none,14.0,one,
1537360,15.0,none,15.0,one,,,15.0,none,15.0,one,
1537361,31.0,none,31.0,one,,,31.0,none,31.0,one,
1537010,0.057,V,0.057,V,,,0.071,V,0.071,V,
1537020,0.096,V,0.096,V,,,0.11,V,0.11,V,
1537030,0.14,V,0.14,V,,,0.154,V,0.154,V,
1537040,0.189,V,0.189,V,,,0.202,V,0.202,V,
1537050,0.233,V,0.233,V,,,0.245,V,0.2454,V,
1537060,0.276,V,0.276,V,,,0.289,V,0.289,V,
1537070,0.33,V,0.33,V,,,0.343,V,0.343,V,
1537080,0.388,V,0.3883,V,,,0.401,V,0.40088,V,
1537090,0.447,V,0.4465,V,,,0.46,V,0.4596,V,
1537100,0.513,V,0.513,V,,,0.53,V,0.53,V,
1537110,0.596,V,0.596,V,,,0.613,V,0.613,V,
1537120,0.687,V,0.687,V,,,0.706,V,0.706,V,
1537130,0.793,V,0.793,V,,,0.813,V,0.813,V,
1537140,0.919,V,0.919,V,,,0.942,V,0.942,V,
1537150,1.061,V,1.061,V,,,1.085,V,1.085,V,
1537160,1.234,V,1.234,V,,,1.257,V,1.257,V,
1537011,0.057,V,0.057,V,,,0.071,V,0.071,V,
1537021,0.096,V,0.096,V,,,0.11,V,0.11,V,
1537031,0.14,V,0.14,V,,,0.154,V,0.154,V,
1537041,0.189,V,0.189,V,,,0.202,V,0.202,V,
1537051,0.233,V,0.233,V,,,0.245,V,0.2454,V,
1537061,0.276,V,0.276,V,,,0.289,V,0.289,V,
1537071,0.33,V,0.33,V,,,0.343,V,0.343,V,
1537081,0.388,V,0.3883,V,,,0.401,V,0.40088,V,
1537091,0.447,V,0.4465,V,,,0.46,V,0.4596,V,
1537101,0.513,V,0.513,V,,,0.53,V,0.53,V,
1537111,0.596,V,0.596,V,,,0.613,V,0.613,V,
1537121,0.687,V,0.687,V,,,0.706,V,0.706,V,
1537131,0.793,V,0.793,V,,,0.813,V,0.813,V,
1537141,0.919,V,0.919,V,,,0.942,V,0.942,V,
1537151,1.061,V,1.061,V,,,1.085,V,1.085,V,
1537161,1.234,V,1.234,V,,,1.257,V,1.257,V,
1537362,0.0,none,0.0,one,,,0.0,none,0.0,one,
1537363,1.0,none,1.0,one,,,1.0,none,1.0,one,
1537364,2.0,none,2.0,one,,,2.0,none,2.0,one,
1537365,3.0,none,3.0,one,,,3.0,none,3.0,one,
1537366,4.0,none,4.0,one,,,4.0,none,4.0,one,
1537367,5.0,none,5.0,one,,,5.0,none,5.0,one,
1537368,6.0,none,6.0,one,,,6.0,none,6.0,one,
1537369,7.0,none,7.0,one,,,7.0,none,7.0,one,
1537370,8.0,none,8.0,one,,,8.0,none,8.0,one,
1537371,9.0,none,9.0,one,,,9.0,none,9.0,one,
1537372,10.0,none,10.0,one,,,10.0,none,10.0,one,
1537373,11.0,none,11.0,one,,,11.0,none,11.0,one,
1537374,12.0,none,12.0,one,,,12.0,none,12.0,one,
1537375,13.0,none,13.0,one,,,13.0,none,13.0,one,
1537376,14.0,none,14.0,one,,,14.0,none,14.0,one,
1537377,15.0,none,15.0,one,,,15.0,none,15.0,one,
1537378,31.0,none,31.0,one,,,31.0,none,31.0,one,
1537163,0.057,V,0.057,V,,,0.071,V,0.071,V,
1537164,0.096,V,0.096,V,,,0.11,V,0.11,V,
1537165,0.14,V,0.14,V,,,0.154,V,0.154,V,
1537166,0.189,V,0.189,V,,,0.202,V,0.202,V,
1537167,0.233,V,0.233,V,,,0.245,V,0.2454,V,
1537168,0.276,V,0.276,V,,,0.289,V,0.289,V,
1537169,0.33,V,0.33,V,,,0.343,V,0.343,V,
1537170,0.388,V,0.3883,V,,,0.401,V,0.401,V,
1537171,0.447,V,0.4465,V,,,0.46,V,0.46,V,
1537172,0.513,V,0.513,V,,,0.53,V,0.53,V,
1537173,0.596,V,0.596,V,,,0.613,V,0.613,V,
1537174,0.687,V,0.687,V,,,0.706,V,0.706,V,
1537175,0.793,V,0.793,V,,,0.813,V,0.813,V,
1537176,0.919,V,0.919,V,,,0.942,V,0.942,V,
1537177,1.061,V,1.061,V,,,1.085,V,1.085,V,
1537178,1.234,V,1.234,V,,,1.257,V,1.257,V,
1537180,0.057,V,0.057,V,,,0.071,V,0.071,V,
1537181,0.096,V,0.096,V,,,0.11,V,0.11,V,
1537182,0.14,V,0.14,V,,,0.154,V,0.154,V,
1537183,0.189,V,0.189,V,,,0.202,V,0.202,V,
1537184,0.233,V,0.233,V,,,0.245,V,0.2454,V,
1537185,0.276,V,0.276,V,,,0.289,V,0.289,V,
1537186,0.33,V,0.33,V,,,0.343,V,0.343,V,
1537187,0.388,V,0.3883,V,,,0.401,V,0.401,V,
1537188,0.447,V,0.4465,V,,,0.46,V,0.46,V,
1537189,0.513,V,0.513,V,,,0.53,V,0.53,V,
1537190,0.596,V,0.596,V,,,0.613,V,0.613,V,
1537191,0.687,V,0.687,V,,,0.706,V,0.706,V,
1537192,0.793,V,0.793,V,,,0.813,V,0.813,V,
1537193,0.919,V,0.919,V,,,0.942,V,0.942,V,
1537194,1.061,V,1.061,V,,,1.085,V,1.085,V,
1537195,1.233,V,1.233,V,,,1.257,V,1.257,V,
1516010,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1516020,1.4,V,1.4,V,,,1.7,V,1.7,V,
1516030,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1516040,1.4,V,1.4,V,,,1.7,V,1.7,V,
1516080,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1516090,1.4,V,1.4,V,,,1.7,V,1.7,V,
1516100,0.0,mV,0.0,mV,,,200.0,mV,200.0,mV,
1516110,1.4,V,1.4,V,,,1.7,V,1.7,V,
1516050,0.8,V,0.8,V,,,1.45,V,1.45,V,
1516060,0.8,V,0.8,V,,,1.24,V,1.24,V,
1516070,60.0,mV,60.0,mV,,,210.0,mV,210.0,mV,
1516120,0.8,V,0.8,V,,,1.45,V,1.45,V,
1516130,0.8,V,0.8,V,,,1.24,V,1.24,V,
1516140,60.0,mV,60.0,mV,,,210.0,mV,210.0,mV,
1516210,160.0,mV,160.0,mV,,,290.0,mV,290.0,mV,
1516250,0.0,mV,0.0,mV,,,800.0,mV,800.0,mV,
1516220,0.0,code,0.0,code,,,0.0,code,0.0,code,
1701000,0.0,code,0.0,code,,,1.0,code,1.0,code,
1701001,0.0,code,0.0,code,,,255.0,code,255.0,code,
1701010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1701020,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1701030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1701510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1701520,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1701530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1702000,-5.0,mV,-5.0,mV,,,5.0,mV,5.0,mV,
1702010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1702020,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1702030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1702510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1702520,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1702530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1703000,1.195,V,1.195,V,,,1.205,V,1.205,V,
1703010,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1703020,14.86,V,14.86,V,,,15.86,V,15.86,V,
1703030,164.0,Cel,164.0,Cel,,,174.0,Cel,174.0,Cel,
1703510,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1703520,14.86,V,14.86,V,,,15.86,V,15.86,V,
1703530,164.0,Cel,164.0,A,X,,174.0,Cel,174.0,A,X
1711000,0.0,code,0.0,code,,,1.0,code,1.0,code,
1711001,0.0,code,0.0,code,,,255.0,code,255.0,code,
1711010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1711020,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1711030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1711510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1711520,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1711530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1712000,-5.0,mV,-5.0,mV,,,5.0,mV,5.0,mV,
1712010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1712020,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1712030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1712510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1712520,-200.0,mV,-200.0,mV,,,16200.001,mV,16200.0,mV,
1712530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1713000,1.195,V,1.195,V,,,1.205,V,1.205,V,
1713010,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1713020,14.86,V,14.86,V,,,15.86,V,15.86,V,
1713030,164.0,Cel,164.0,Cel,,,174.0,Cel,174.0,Cel,
1713510,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1713520,14.86,V,14.86,V,,,15.86,V,15.86,V,
1713530,164.0,Cel,164.0,Cel,,,174.0,Cel,174.0,Cel,
1721000,0.0,code,0.0,code,,,1.0,code,1.0,code,
1721001,0.0,code,0.0,code,,,255.0,code,255.0,code,
1721010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1721020,-60000.0,mV,-60000.0,mV,,,60000.0,mV,60000.0,mV,
1721030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1721510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1721520,-60000.0,mV,-60000.0,mV,,,60000.0,mV,60000.0,mV,
1721530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1722000,-5.0,mV,-5.0,mV,,,5.0,mV,5.0,mV,
1722010,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1722020,-60000.0,mV,-60000.0,mV,,,60000.0,mV,60000.0,mV,
1722030,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1722510,-128.0,code,-128.0,code,,,128.0,code,128.0,code,
1722520,-60000.0,mV,-60000.0,mV,,,60000.0,mV,60000.0,mV,
1722530,-5.0,Cel,-5.0,Cel,,,5.0,Cel,5.0,Cel,
1723000,1.195,V,1.195,V,,,1.205,V,1.205,V,
1723010,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1723020,14.86,V,14.86,V,,,15.86,V,15.86,V,
1723030,164.0,Cel,164.0,Cel,,,174.0,Cel,174.0,Cel,
1723510,-8192.0,code,-8192.0,code,,,8192.0,code,8192.0,code,
1723520,14.86,V,14.86,V,,,15.86,V,15.86,V,
1723530,164.0,Cel,164.0,Cel,,,174.0,Cel,174.0,Cel,
1607011,-0.847,A,-0.847,A,,,1.0,A,1.0,A,
1607013,-1.0,A,-1.0,A,,,1.35,A,1.35,A,
1607012,12.77,A,12.77,A,,,16.95,A,16.95,A,
1607014,13.14,A,13.14,A,,,17.01,A,17.01,A,
1607015,17.67,A,17.67,A,,,22.04,A,22.04,A,
1607016,18.16,A,18.16,A,,,22.09,A,22.09,A,
1607111,-0.348,A,-0.348,A,,,0.385,A,0.385,A,
1607113,-0.694,A,-0.694,A,,,0.908,A,0.908,A,
1607112,13.768,A,13.768,A,,,16.045,A,16.045,A,
1607114,14.165,A,14.165,A,,,16.095,A,16.095,A,
1607115,18.63,A,18.63,A,,,21.15,A,21.15,A,
1607116,19.12,A,19.12,A,,,21.142,A,21.142,A,
1042010,-375.842,mV,-375.8424,mV,,,-149.641,mV,-149.6407,mV,
1042030,-16.038,uA,-16.03828,uA,,,-1.892,uA,-1.891781,uA,
1042035,1.313,mA,1.313184,mA,,,2.564,mA,2.563898,mA,
1042040,-81.605,nA,-81.60538,nA,,,985.568,nA,985.5683,nA,
1042041,-57.949,nA,-57.94868,nA,,,629.027,nA,629.0274,nA,
1042042,44.731,nA,44.73081,nA,,,3341.766,nA,3341.766,nA,
1042045,0.262,uA,0.2623574,uA,,,34.219,uA,34.21909,uA,
1042050,-0.012,uA,-0.0119009,uA,,,0.281,uA,0.2813963,uA,
1042060,-120.0,nA,-78.46606,nA,X,,799.569,nA,799.5689,nA,
1042070,-39.492,nA,-39.4917,nA,,,12.0,nA,1.272,nA,X
1042080,-262.683,nA,-262.6828,nA,,,140.93,nA,140.9295,nA,
1042090,-0.019,uA,-0.01941325,uA,,,0.563,uA,0.5630388,uA,
1042110,-50.0,mV,-50.0,mV,,,50.0,mV,50.0,mV,
1042130,-9.316,uA,-9.316317,uA,,,-4.512,uA,-4.512478,uA,
1042135,1.313,mA,1.313096,mA,,,2.564,mA,2.563798,mA,
1042140,-0.035,uA,-0.03517401,uA,,,0.625,uA,0.6250774,uA,
1042141,-0.021,uA,-0.02063515,uA,,,0.303,uA,0.303159,uA,
1042142,-7.612,uA,-7.612062,uA,,,84.997,uA,84.99745,uA,
1042145,0.261,uA,0.2608731,uA,,,34.187,uA,34.18696,uA,
1042150,-13.422,nA,-13.42161,nA,,,253.412,nA,253.412,nA,
1042160,-48.685,nA,-48.68519,nA,,,647.069,nA,647.0691,nA,
1042170,-0.039,uA,-0.03865,uA,,,-0.002,uA,-0.002067987,uA,
1042210,11.98,V,11.98,V,,,12.01,V,12.01,V,
1042230,-16.039,uA,-16.03926,uA,,,-1.892,uA,-1.89215,uA,
1042235,1.1,mA,1.099961,mA,,,2.808,mA,2.808101,mA,
1042240,-0.059,uA,-0.05931502,uA,,,0.699,uA,0.6988803,uA,
1042241,-0.058,uA,-0.05826548,uA,,,0.607,uA,0.6071145,uA,
1042242,-0.075,uA,-0.07535198,uA,,,2.782,uA,2.781808,uA,
1042245,0.235,uA,0.2351592,uA,,,35.11,uA,35.11031,uA,
1042250,-0.057,uA,-0.05725062,uA,,,0.774,uA,0.7742968,uA,
1042260,43.116,nA,43.11575,nA,,,874.63,nA,874.6301,nA,
1042270,-20.249,nA,-20.24937,nA,,,12.0,nA,-4.717664,nA,X
1042280,-8.667,uA,-8.667348,uA,,,46.261,uA,46.26078,uA,
4001010,-524.593,mV,-524.5932,mV,,,0.1,mV,0.1,mV,
4001050,-932.261,mV,-932.2607,mV,,,0.1,mV,0.1,mV,
4001020,-846.502,mV,-846.5018,mV,,,0.1,mV,0.1,mV,
4001170,-657.115,mV,-657.1147,mV,,,0.1,mV,0.1,mV,
4001030,-483.915,mV,-483.9147,mV,,,0.1,mV,0.1,mV,
4001110,-480.817,mV,-480.817,mV,,,0.1,mV,0.1,mV,
4001140,-736.78,mV,-736.7801,mV,,,0.1,mV,0.1,mV,
4001130,-830.596,mV,-830.5961,mV,,,0.1,mV,0.1,mV,
4001150,-617.234,mV,-617.234,mV,,,0.1,mV,0.1,mV,
4001160,-923.944,mV,-923.9445,mV,,,0.1,mV,0.1,mV,
4001090,-410.566,mV,-410.5662,mV,,,0.1,mV,0.1,mV,
4001070,-367.818,mV,-367.8177,mV,,,0.1,mV,0.1,mV,
4001190,-0.1,mV,-0.1,mV,,,539.742,mV,539.7418,mV,
4001210,-0.1,mV,-0.1,mV,,,729.629,mV,729.6294,mV,
4001220,-0.1,mV,-0.1,mV,,,738.256,mV,738.2561,mV,
4001230,1233.887,mV,1233.887,mV,,,2911.423,mV,2911.423,mV,
4001490,1226.717,mV,1226.717,mV,,,2895.322,mV,2895.322,mV,
4001500,-0.1,mV,-0.1,mV,,,1009.663,mV,1009.663,mV,
4001510,-0.1,mV,-0.1,mV,,,896.366,mV,896.3657,mV,
4001101,-801.95,mV,-801.9504,mV,,,0.1,mV,0.1,mV,
4001031,-804.664,mV,-804.6645,mV,,,0.1,mV,0.1,mV,
4001240,-524.779,mV,-524.7794,mV,,,-215.126,mV,-215.1265,mV,
4001280,-932.718,mV,-932.7175,mV,,,-385.219,mV,-385.2188,mV,
4001250,-845.198,mV,-845.1982,mV,,,-303.356,mV,-303.3563,mV,
4001400,-656.213,mV,-656.2128,mV,,,-216.603,mV,-216.6028,mV,
4001260,-484.284,mV,-484.284,mV,,,-196.863,mV,-196.8634,mV,
4001340,-478.439,mV,-478.4388,mV,,,-172.928,mV,-172.928,mV,
4001370,-736.745,mV,-736.7451,mV,,,-294.893,mV,-294.8932,mV,
4001360,-828.389,mV,-828.3887,mV,,,-343.552,mV,-343.5516,mV,
4001380,-615.739,mV,-615.7385,mV,,,-197.443,mV,-197.4433,mV,
4001390,-925.495,mV,-925.495,mV,,,-389.716,mV,-389.7156,mV,
4001320,-412.894,mV,-412.894,mV,,,-132.375,mV,-132.3754,mV,
4001300,-368.707,mV,-368.707,mV,,,-143.691,mV,-143.6912,mV,
4001420,203.713,mV,203.7129,mV,,,538.642,mV,538.6416,mV,
4001440,283.907,mV,283.9066,mV,,,728.867,mV,728.8666,mV,
4001450,286.636,mV,286.6358,mV,,,736.539,mV,736.5395,mV,
4001460,1233.921,mV,1233.921,mV,,,2911.301,mV,2911.301,mV,
4001540,1226.983,mV,1226.983,mV,,,2895.457,mV,2895.457,mV,
4001550,426.376,mV,426.3755,mV,,,1011.372,mV,1011.372,mV,
4001560,378.184,mV,378.1835,mV,,,898.848,mV,898.848,mV,
4001601,-802.646,mV,-802.6461,mV,,,-334.006,mV,-334.0056,mV,
4001531,-802.501,mV,-802.5006,mV,,,-337.079,mV,-337.0785,mV,
4001570,-7.0,mV,-7.0,mV,,,7.0,mV,7.0,mV,
4001580,9.8,mA,9.8,mA,,,10.2,mA,10.2,mA,
4001610,-600.0,mV,-600.0,mV,,,-100.0,mV,-100.0,mV,
4001620,-600.0,mV,-600.0,mV,,,-100.0,mV,-100.0,mV,
4001630,-7.0,mV,-7.0,mV,,,7.0,mV,7.0,mV,
4001640,-600.0,mV,-600.0,mV,,,-100.0,mV,-100.0,mV,
4001650,-600.0,mV,-600.0,mV,,,-100.0,mV,-100.0,mV,
4001660,-600.0,mV,-600.0,mV,,,-100.0,mV,-100.0,mV,
4001720,-529.518,mV,-529.5177,mV,,,0.1,mV,0.1,mV,
4001730,-0.1,mV,-0.1,mV,,,394.695,mV,394.6951,mV,
4001750,-527.639,mV,-527.6391,mV,,,-198.661,mV,-198.6611,mV,
4001760,155.412,mV,155.4118,mV,,,392.159,mV,392.1587,mV,
4003246,0.0,mV,0.0,mV,,,400.0,mV,400.0,mV,
4003247,0.0,none,0.0,one,,,0.0,none,0.0,one,
